,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
2829,Toyota, Aqua,2014,Automatic,Petrol,1500,60000,6200000
2830,Toyota, Vitz,2015,Automatic,Petrol,1000000,580000,6000000
2832,Toyota, Belta,2007,Automatic,Petrol,4975000,150000,4975000
2833,Toyota, Allion,2010,Automatic,Petrol,1500,80000,9150000
2834,Toyota, Vitz,2014,Automatic,Petrol,1000,32156,5895000
2835,Toyota, Prius,2015,Automatic,Petrol,1790,81000,7200000
2837,Toyota, Axio,2008,Automatic,Petrol,1500,110000,6490000
2839,Toyota, Vitz,2015,Automatic,Petrol,1000,51000,6250000
2840,Toyota, Axio,2008,Automatic,Petrol,1490,150204,6450000
2843,Toyota, Aqua,2013,Automatic,Petrol,1500,160000,5400000
2848,Toyota, Allion,2006,Automatic,Petrol,1500,49850,6750000
2849,Toyota, Townace,2003,Automatic,Diesel,2190,164620,7150000
2852,Toyota, Vitz,2007,Automatic,Petrol,1300,103000,4700000
2853,Toyota, Axio,2007,Automatic,Petrol,1500,181000,5950000
2854,Toyota, Premio,2012,Automatic,Petrol,1500,140000,9300000
2857,Toyota, Axio,2008,Automatic,Petrol,1500,170000,6375000
2858,Toyota, Vitz,2007,Automatic,Petrol,1000,79400,4760000
2860,Toyota, Axio,2012,Automatic,Petrol,1500,80000,8400000
2862,Toyota, Allion,2016,Automatic,Petrol,1500,59860,1300000
2863,Toyota, Vitz,2007,Automatic,Petrol,1300,155000,5190000
2864,Toyota, Prius,2012,Automatic,Petrol,1800,120000,6500000
2865,Toyota, Aqua,2013,Automatic,Petrol,1500,72000,5550000
2866,Toyota, Prius,2014,Automatic,Petrol,1300,95000,7350000
2871,Toyota, Toyoace,2000,Manual,Diesel,3000,225000,3700000
2873,Toyota, Noah,2000,Automatic,Diesel,2150,2150000,4850000
2874,Toyota, Vitz,2018,Automatic,Petrol,1000,52000,8200000
2876,Toyota, Yaris,2006,Automatic,Petrol,1300,230000,4750000
2877,Toyota, 102,2000,Automatic,Petrol,1330,134000,2490000
2878,Toyota, AXIO,2015,Automatic,Petrol,1500,80000,7990000
2879,Toyota, Vios,2005,Automatic,Petrol,1500,140000,4400000
2880,Toyota, Vitz,2018,Automatic,Petrol,990,48000,6850000
2881,Toyota, Townace,2001,Automatic,Diesel,2200,125000,2675000
2882,Toyota, Prius,2013,Automatic,Petrol,1790,141000,7150000
2883,Toyota, Corolla,2010,Manual,Petrol,1600,192000,7895000
2884,Toyota, RAV4,2006,Automatic,Petrol,1995,152099,4195000
2885,Toyota, Vios,2004,Automatic,Petrol,1500,165000,4400000
2886,Toyota, IST,2003,Automatic,Petrol,1300,151618,4200000
2887,Toyota, Hiace,2001,Manual,Diesel,3000,374000,5200000
2888,Toyota, Hilux,2007,Automatic,Diesel,3000,1480000,10600000
2892,Toyota, Vitz,2020,Automatic,Petrol,1000,17500,8250000
2894,Toyota, KDH,2015,Manual,Diesel,2500,87800,5990000
2895,Toyota, Prius,2009,Automatic,Petrol,1800,147000,5650000
2896,Toyota, Prius,2014,Automatic,Petrol,1000,90000,6600000
2899,Toyota, Axio,2014,Automatic,Petrol,1500,62000,7300000
2900,Toyota, PRIUS,2016,Automatic,Petrol,1800,58500,10890000
2901,Toyota, PRIUS,2014,Automatic,Petrol,1800,113000,6895000
2902,Toyota, Axio,2007,Automatic,Petrol,1500,96000,6200000
2903,Toyota, Aqua,2012,Automatic,Petrol,1500,98000,5575000
2904,Toyota, Premio,2013,Automatic,Petrol,1500,930000,9750000
2908,Toyota, Prius,2014,Automatic,Petrol,1800,205000,7475000
2910,Toyota, Aqua,2013,Automatic,Petrol,1500,108000,5300000
2913,Toyota, Aqua,2016,Automatic,Petrol,1500,42000,6200000
2914,Toyota, Aqua,2012,Automatic,Petrol,1500,91500,5300000
2916,Toyota, SAI,2010,Automatic,Petrol,2300,113000,9000000
2917,Toyota, AXIO,2010,Automatic,Petrol,1500,113000,6850000
2918,Toyota, Aqua,2015,Automatic,Petrol,1500,39700,7450000
2919,Toyota, Axio,2014,Automatic,Petrol,1500,110000,7250000
2924,Toyota, Coaster,2008,Manual,Diesel,4000,180000,6050000
2925,Toyota, Aqua,2012,Automatic,Petrol,1500,84500,5290000
2928,Toyota, VITZ,2018,Automatic,Petrol,1000,45000,8525000
2929,Toyota, Prius,2008,Automatic,Petrol,1450,800000,4610000
2930,Toyota, Prius,2014,Automatic,Petrol,1800,112000,7650000
2931,Toyota, VITZ,2018,Automatic,Petrol,1000,5000,9000000
2933,Toyota, VITZ,2015,Automatic,Petrol,1000,40000,6350000
2934,Toyota, Passo,2013,Automatic,Petrol,1000,62000,4800000
2935,Toyota, KDH,2012,Automatic,Diesel,3000,106500,9600000
2936,Toyota, Vitz,2015,Automatic,Petrol,1000,160000,5500000
2937,Toyota, Vitz,2016,Automatic,Petrol,1000,40000,6600000
2938,Toyota, Pixis,2017,Automatic,Petrol,650,45742,4290000
2939,Toyota, Vios,2003,Automatic,Petrol,1500,170000,4325000
2940,Toyota, Premio,2013,Automatic,Petrol,1500,72000,9500000
2941,Toyota, Soluna,2001,Manual,Petrol,1500,220000,2575000
2943,Toyota, Yaris,2008,Automatic,Petrol,1300,103008,6350000
2945,Toyota, Aqua,2013,Automatic,Petrol,1500,83000,6300000
2947,Toyota, Prius,2013,Automatic,Petrol,1490,90000,4800000
2948,Toyota, Pixis,2017,Automatic,Petrol,690,38950,4275000
2951,Toyota, Vitz,2016,Automatic,Petrol,1000,37000,6250000
2952,Toyota, Vios,2003,Automatic,Petrol,1500,166000,4125000
2956,Toyota, Prius,2008,Automatic,Petrol,1500,240000,4765000
2957,Toyota, Noah,2005,Automatic,Petrol,1900,120000,4650000
2958,Toyota, Allion,2006,Automatic,Petrol,1,107525,6550000
2959,Toyota, Carina,2001,Automatic,Petrol,1800,183000,4990000
2960,Toyota, Belta,2010,Automatic,Petrol,1300,126000,6350000
2961,Toyota, Allion,2006,Automatic,Petrol,1500,200000,7200000
2962,Toyota, Prius,2010,Automatic,Petrol,1800,96200,6100000
2963,Toyota, Premio,2010,Automatic,Petrol,1500,115000,9500000
2964,Toyota, Vitz,2016,Automatic,Petrol,1000,65000,6750000
2965,Toyota, Aqua,2013,Automatic,Petrol,1500,92500,6125000
2967,Toyota, Axio,2007,Automatic,Petrol,1500,109000,5650000
2969,Toyota, Vitz,2019,Automatic,Petrol,1000,23000,8200000
2973,Toyota, Vitz,2016,Automatic,Petrol,1000,58000,7100000
2975,Toyota, Axio,2015,Automatic,Petrol,1490,81000,7790000
2976,Toyota, Prius,2015,Automatic,Petrol,1790,71000,6650000
2980,Toyota, Prius,2012,Automatic,Petrol,1800,144000,5800000
2981,Toyota, KDH,2011,Automatic,Diesel,3000,195000,9500000
2983,Toyota, Coaster,2005,Automatic,Diesel,4000,320000,5725000
2985,Toyota, Corolla,2008,Automatic,Petrol,1600,160000,5000000
2986,Toyota, Allion,2003,Automatic,Petrol,1500,197000,5900000
2987,Toyota, Vitz,2016,Automatic,Petrol,1000,66000,6950000
2988,Toyota, Vitz,2018,Automatic,Petrol,1000,14093,7500000
2989,Toyota, Aqua,2015,Automatic,Petrol,1500,137000,6750000
2990,Toyota, Axio,2017,Automatic,Petrol,1500,80000,9700000
2991,Toyota, Premio,2002,Automatic,Petrol,1500,161000,6750000
2992,Toyota, Passo,2007,Automatic,Petrol,10000,144000,3850000
2995,Toyota, Prius,2013,Automatic,Petrol,1800,103000,8765000
2997,Toyota, Premio,2007,Automatic,Petrol,1800,44000,7900000
2998,Toyota, Axio,2007,Automatic,Petrol,1800,109000,7300000
3000,Toyota, PREMIO,2008,Automatic,Petrol,1500,126472,7450000
3002,Toyota, Axio,2015,Automatic,Petrol,1500,89000,7350000
3005,Toyota, Vitz,2010,Automatic,Petrol,1000,78000,4650000
3008,Toyota, Vitz,2010,Automatic,Petrol,1000,106000,4850000
3009,Toyota, Aqua,2013,Automatic,Petrol,1500,102000,6125000
3010,Toyota, Yaris,2017,Automatic,Petrol,1400,35000,9000000
3012,Toyota, Noah,2006,Manual,Petrol,1800,170000,4350000
3014,Toyota, Vitz,2016,Automatic,Petrol,1000,42000,6850000
3015,Toyota, Prius,2007,Automatic,Petrol,1500,112000,4825000
3019,Toyota, Rush,2007,Automatic,Petrol,1500,99500,6975000
3020,Toyota, Prius,2013,Automatic,Petrol,1500,150000,6490000
3021,Toyota, Axio,2007,Automatic,Petrol,1500,140000,5950000
3023,Toyota, Prius,2008,Automatic,Petrol,1500,135000,5350000
3024,Toyota, Axio,2015,Automatic,Petrol,1500,64000,9100000
3025,Toyota, Roomy,2017,Automatic,Petrol,1000,14000,8475000
3026,Toyota, Yaris,2008,Manual,Petrol,1500,180000,4850000
3027,Toyota, Allion,2009,Automatic,Petrol,1500,113000,7500000
3028,Toyota, Prius,2012,Automatic,Petrol,1500,129000,5975000
3029,Toyota, VITZ,2018,Automatic,Petrol,1000,22586,8190000
3031,Toyota, Axio,2007,Automatic,Petrol,1500,117000,6450000
3033,Toyota, Kdh,2014,Manual,Diesel,3280,843000,8800000
3034,Toyota, Prius,2012,Automatic,Petrol,1800,109150,6850000
3036,Toyota, Prius,2013,Automatic,Petrol,1800,145000,7350000
3038,Toyota, Aqua,2016,Automatic,Petrol,1500,85000,7800000
3039,Toyota, Passo,2018,Automatic,Petrol,1000,75000,5750000
3041,Toyota, Axio,2016,Automatic,Petrol,1500,73500,7550000
3043,Toyota, Regius,2007,Manual,Diesel,2500,150000,4500000
3045,Toyota, Belta,2008,Automatic,Petrol,1000,179000,5490000
3046,Toyota, Vitz,2016,Automatic,Petrol,1200,38000,6995000
3047,Toyota, Toyoace,2006,Manual,Diesel,3970,111,6350000
3048,Toyota, Aqua,2015,Automatic,Petrol,1500,70000,6150000
3049,Toyota, Vitz,2011,Automatic,Petrol,1000,44500,5000000
3051,Toyota, Prius,2013,Automatic,Petrol,1800,80000,7890000
3052,Toyota, KDH,2007,Automatic,Diesel,2980,268000,8300000
3062,Toyota, Allion,2004,Automatic,Petrol,1500,146000,5950000
3063,Toyota, Belta,2008,Automatic,Petrol,1300,148000,5500000
3064,Toyota, AXIO,2009,Automatic,Petrol,1500,66889,6490000
3065,Toyota, Prius,2013,Automatic,Petrol,1500,128000,5850000
3066,Toyota, Hilux,2012,Manual,Diesel,3000,180000,9025000
3067,Toyota, Vios,2006,Automatic,Petrol,1500,169000,4275000
3068,Toyota, Belta,2008,Automatic,Petrol,1000,112000,5800000
3070,Toyota, Vitz,2007,Automatic,Petrol,1000,90000,4125000
3071,Toyota, Hilux,2006,Manual,Diesel,2500,168000,7800000
3072,Toyota, Prius,2014,Automatic,Petrol,1800,62000,8900000
3073,Toyota, Vitz,2010,Automatic,Petrol,1000,117000,5500000
3074,Toyota, Allion,2004,Automatic,Petrol,1500,170000,5950000
3075,Toyota, Vitz,2018,Automatic,Petrol,1000,60000,7900000
3078,Toyota, Lh113,2000,Manual,Diesel,5,200000,5800000
3079,Toyota, VIOS,2003,Manual,Petrol,1500,125000,3775000
3080,Toyota, KDH,2009,Manual,Diesel,2500,300000,9400000
3081,Toyota, Axio,2013,Automatic,Petrol,1500,83750,7200000
3083,Toyota, Vitz,2016,Automatic,Petrol,1000,46750,6500000
3084,Toyota, Axio,2007,Automatic,Petrol,15000,130000,6175000
3085,Toyota, Aqua,2013,Automatic,Petrol,1500,120000,5550000
3086,Toyota, Allion,2007,Automatic,Petrol,1500,138000,7985000
3088,Toyota, Passo,2015,Automatic,Petrol,1000,34000,5800000
3089,Toyota, Vitz,2016,Automatic,Petrol,1000,64000,6850000
3090,Toyota, Prius,2013,Automatic,Petrol,1800,120000,7050000
3091,Toyota, Vitz,2007,Automatic,Petrol,1000,63000,4675000
3092,Toyota, Premio,2007,Automatic,Petrol,1500,133000,7600000
3093,Toyota, Aqua,2013,Automatic,Petrol,1500,98000,6100000
3094,Toyota, Premio,2011,Automatic,Petrol,1500,105000,9425000
3095,Toyota, Yaris,2008,Automatic,Petrol,1300,107000,5800000
3096,Toyota, Vitz,2018,Automatic,Petrol,1000,23800,7665000
3097,Toyota, Axio,2007,Automatic,Petrol,1500,160000,5700000
3098,Toyota, Axio,2007,Automatic,Petrol,1500,145000,6275000
3101,Toyota, Avanza,2007,Manual,Petrol,1500,405122,4500000
3104,Toyota, Vios,2004,Automatic,Petrol,1500,200000,4600000
3107,Toyota, Ist,2004,Automatic,Petrol,1300,152000,4650000
3108,Toyota, Axio,2016,Automatic,Petrol,1500,69000,10000000
3111,Toyota, Belta,2009,Automatic,Petrol,1000,120000,5700000
3113,Toyota, Noah,2000,Automatic,Diesel,2180,2,4650000
3114,Toyota, Yaris,2012,Manual,Petrol,1300,96000,5750000
3116,Toyota, KDH,2006,Automatic,Diesel,2490,160000,8500000
3117,Toyota, Vitz,2019,Automatic,Petrol,990,9000,8200000
3118,Toyota, Dolphin,2002,Automatic,Diesel,3000,210000,6650000
3119,Toyota, Prius,2008,Automatic,Petrol,1500,150000,4350000
3120,Toyota, Prius,2015,Automatic,Petrol,1800,54000,8350000
3121,Toyota, Aqua,2012,Automatic,Petrol,1500,85100,5420000
3122,Toyota, AQUA,2012,Automatic,Petrol,1500,112000,5300000
3123,Toyota, Corolla,2002,Automatic,Petrol,1500,120000,5630000
3124,Toyota, Prius,2012,Automatic,Petrol,1500,132000,6700000
3125,Toyota, AXio,2008,Automatic,Petrol,1490,163500,6375000
3126,Toyota, Aqua,2012,Automatic,Petrol,1500,103000,5600000
3127,Toyota, Vitz,2010,Automatic,Petrol,1300,82000,5700000
3128,Toyota, Aqua,2014,Automatic,Petrol,1500,51000,6175000
3129,Toyota, Vitz,2019,Automatic,Petrol,1000,23200,8500000
3130,Toyota, Premio,2013,Automatic,Petrol,1500,99000,9800000
3131,Toyota, Premio,2014,Automatic,Petrol,1500,91000,1500000
3132,Toyota, Aqua,2015,Automatic,Petrol,1500,125000,6750000
3133,Toyota, Prius,2009,Automatic,Petrol,1800,185000,5600000
3134,Toyota, Prius,2014,Automatic,Petrol,1800,73000,7800000
3135,Toyota, RAV4,2001,Automatic,Petrol,2000,200000,5550000
3136,Toyota, Axio,2015,Automatic,Petrol,1500,89000,7550000
3137,Toyota, Aqua,2012,Automatic,Petrol,1500,78000,5675000
3138,Toyota, Axio,2010,Automatic,Petrol,1490,90000,7000000
3139,Toyota, Vitz,2009,Automatic,Petrol,1000,112000,4950000
3140,Toyota, Townace,2003,Automatic,Diesel,2000,165700,3050000
3141,Toyota, Tank,2017,Automatic,Petrol,1000,30000,7850000
3142,Toyota, Vitz,2004,Automatic,Petrol,1000,105000,450000
3143,Toyota, Prius,2008,Automatic,Petrol,1490,120000,5250000
3144,Toyota, Aqua,2015,Automatic,Petrol,1500,61000,6500000
3146,Toyota, Vitz,2018,Automatic,Petrol,1000,19400,7800000
3147,Toyota, Vitz,2008,Automatic,Petrol,1000,103250,5200000
3150,Toyota, Aqua,2012,Automatic,Petrol,1500,150000,4600000
3151,Toyota, Prius,2013,Automatic,Petrol,1800,80000,8500000
3152,Toyota, CARINA,2000,Automatic,Petrol,1500,140000,4200000
3153,Toyota, KDH,2012,Automatic,Diesel,3000,119000,10450000
3155,Toyota, KDH,2014,Automatic,Diesel,3000,79000,10500000
3157,Toyota, KDH,2012,Automatic,Diesel,2980,106000,9690000
3158,Toyota, Allion,2007,Automatic,Petrol,1800,150000,7500000
3159,Toyota, Corolla,2004,Automatic,Petrol,1500,163000,5500000
3161,Toyota, Harrier,2008,Automatic,Petrol,3000,200000,9800000
3162,Toyota, Vios,2003,Automatic,Petrol,1490,117000,4150000
3163,Toyota, Vitz,2019,Automatic,Petrol,1000,16000,9100000
3164,Toyota, Hilux,2009,Manual,Diesel,2982,240000,6500000
3165,Toyota, Prius,2009,Automatic,Petrol,1800,145000,5500000
3167,Toyota, Prius,2012,Automatic,Petrol,1800,130000,6890000
3168,Toyota, Aqua,2014,Automatic,Petrol,1500,100000,7000000
3169,Toyota, Vitz,2007,Automatic,Petrol,1000,97500,4600000
3170,Toyota, Prius,2013,Automatic,Petrol,1800,83000,8200000
3174,Toyota, Pixis,2016,Automatic,Petrol,800,22000,4550000
3177,Toyota, Prius,2013,Automatic,Petrol,1800,73000,6580000
3181,Toyota, Premio,2013,Automatic,Petrol,1500,102000,10000000
3183,Toyota, Corolla,2007,Automatic,Petrol,1600,133000,5200000
3184,Toyota, Prius,2015,Automatic,Petrol,2490,90000,7600000
3185,Toyota, Corolla,2005,Automatic,Petrol,1500,135000,6050000
3186,Toyota, Vitz,2015,Automatic,Petrol,1000,72000,6625000
3187,Toyota, Aqua,2012,Automatic,Petrol,1500,78500,5875000
3188,Toyota, Coaster,2017,Automatic,Diesel,4000,100000,7800000
3189,Toyota, Prius,2012,Automatic,Petrol,1800,172431,6995000
3190,Toyota, Axio,2014,Automatic,Petrol,1500,80000,7450000
3191,Toyota, Premio,2014,Automatic,Petrol,1500,69000,9800000
3192,Toyota, Corolla,2004,Automatic,Petrol,1500,180500,5500000
3193,Toyota, Vitz,2015,Automatic,Petrol,1000,38500,5990000
3195,Toyota, Allion,2008,Automatic,Petrol,1490,173000,7600000
3196,Toyota, Axio,2008,Automatic,Petrol,1500,101296,6200000
3198,Toyota, AQua,2013,Automatic,Petrol,1490,165,5600000
3199,Toyota, AQua,2013,Automatic,Petrol,1490,165,5600000
3201,Toyota, Prius,2008,Automatic,Petrol,1500,193000,4400000
3202,Toyota, Aqua,2013,Automatic,Petrol,1500,94500,6000000
3203,Toyota, Vios,2004,Automatic,Petrol,1500,150000,4100000
3204,Toyota, Allion,2010,Automatic,Petrol,1500,150000,7500000
3205,Toyota, Vitz,2007,Automatic,Petrol,1300,115000,4980000
3206,Toyota, Corolla,2004,Manual,Petrol,1300,137000,4050000
3207,Toyota, Aqua,2012,Automatic,Petrol,1500,133187,5090000
3208,Toyota, Platz,2003,Automatic,Petrol,1000,242000,3785000
3210,Toyota, Corolla,2014,Automatic,Petrol,1500,108000,8400000
3211,Toyota, Dyna,2001,Manual,Diesel,4610,310000,4250000
3212,Toyota, Soluna,2000,Automatic,Petrol,1500,141888,2850000
3213,Toyota, Harrier,2008,Automatic,Petrol,3500,102000,9700000
3215,Toyota, VITZ,2007,Automatic,Petrol,1000,103000,4475000
3218,Toyota, Axio,2014,Automatic,Petrol,1500,88000,7325000
3220,Toyota, Prius,2010,Automatic,Petrol,1500,103600,4850000
3221,Toyota, Aqua,2012,Automatic,Petrol,1500,76000,5650000
3223,Toyota, Vitz,2018,Automatic,Petrol,990,29000,7950000
3225,Toyota, KR42,2006,Automatic,Petrol,1790,84000,6175000
3227,Toyota, Allion,2008,Automatic,Petrol,1500,136000,9250000
3229,Toyota, Aqua,2012,Automatic,Petrol,1500,92000,5285000
3232,Toyota, Axio,2008,Automatic,Petrol,1490,138000,6690000
3233,Toyota, Aqua,2015,Automatic,Petrol,1500,1000,6000000
3235,Toyota, Axio,2009,Automatic,Petrol,1500,66500,6675000
3236,Toyota, Vitz,2015,Automatic,Petrol,1000,32000,5750000
3237,Toyota, Aqua,2012,Automatic,Petrol,1500,74000,5290000
3238,Toyota, Vitz,2008,Automatic,Petrol,1000,90000,4675000
3241,Toyota, PRIUS,2008,Automatic,Petrol,1500,160000,5600000
3242,Toyota, Allion,2013,Automatic,Petrol,1500,92000,8990000
3245,Toyota, RAV4,2008,Automatic,Petrol,2360,170000,8275000
3246,Toyota, JOB,2016,Manual,Diesel,1999,1400,2050000
3249,Toyota, Aqua,2013,Automatic,Petrol,1500,116000,5950000
3252,Toyota, Avanza,2011,Manual,Petrol,1300,132500,5500000
3253,Toyota, Coaster,2008,Automatic,Diesel,4000,250000,5500000
3255,Toyota, Allion,2003,Automatic,Petrol,1500,135000,5400000
3258,Toyota, Aqua,2013,Automatic,Petrol,1500,108000,5000000
3260,Toyota, Vitz,2018,Automatic,Petrol,1000,29900,8300000
3261,Toyota, Vios,2004,Automatic,Petrol,1500,105915,4200000
3262,Toyota, Axio,2012,Automatic,Petrol,1800,105000,7550000
3263,Toyota, Allion,2010,Automatic,Petrol,1500,78000,8500000
3264,Toyota, Carina,2004,Manual,Petrol,1500,225000,1880000
3265,Toyota, BELTA,2010,Automatic,Petrol,1000,123000,5850000
3266,Toyota, Elephant,2000,Automatic,Petrol,1330,210000,2610000
3267,Toyota, Axio,2015,Automatic,Petrol,1500,97000,8650000
3268,Toyota, Passo,2017,Automatic,Petrol,1000,38000,6500000
3270,Toyota, Allion,2002,Automatic,Petrol,1300,60000,5500000
3271,Toyota, Prius,2012,Automatic,Petrol,1800,137129,6650000
3273,Toyota, Aqua,2012,Automatic,Petrol,1500,160000,5775000
3274,Toyota, Premio,2015,Automatic,Petrol,1500,49000,10900000
3275,Toyota, Hilux,2009,Manual,Diesel,3000,180000,6600000
3276,Toyota, Aqua,2014,Automatic,Petrol,1500,94770,6500000
3277,Toyota, Allion,2005,Automatic,Petrol,1490,163000,5875000
3278,Toyota, Aqua,2013,Automatic,Petrol,1500,85000,5950000
3279,Toyota, Aqua,2015,Automatic,Petrol,1500,76000,6500000
3280,Toyota, NOAH,2005,Automatic,Diesel,2180,150000,5650000
3281,Toyota, Carina,2000,Automatic,Petrol,1650,105000,5250000
3282,Toyota, Noah,2001,Automatic,Diesel,1800,98000,5700000
3286,Toyota, VITZ,2009,Automatic,Petrol,1000,80000,4850000
3288,Toyota, Passo,2008,Automatic,Petrol,1000,55000,3950000
3289,Toyota, Vitz,2007,Automatic,Petrol,1300,75580,5100000
3290,Toyota, Passo,2014,Automatic,Petrol,1000,26000,4775000
3292,Toyota, Aqua,2014,Automatic,Petrol,1500,94700,6525000
3294,Toyota, Axio,2014,Automatic,Petrol,1500,106000,7880000
3295,Toyota, AQUA,2014,Automatic,Petrol,1500,94000,5850000
3298,Toyota, Axio,2010,Automatic,Petrol,1500,115700,6950000
3299,Toyota, Prius,2014,Automatic,Petrol,1800,87000,6975000
3301,Toyota, Axio,2007,Automatic,Petrol,1500,155000,5700000
3304,Toyota, KDH,2005,Automatic,Diesel,2500,155000,8690000
3305,Toyota, Premio,2013,Automatic,Petrol,1500,154000,10500000
3307,Toyota, Aqua,2013,Automatic,Petrol,1500,101000,6200000
3310,Toyota, Allion,2003,Automatic,Petrol,1500,200000,6175000
3311,Toyota, KDH,2010,Automatic,Diesel,3000,120000,9050000
3312,Toyota, Vitz,2018,Automatic,Petrol,990,38000,7850000
3313,Toyota, Premio,2007,Automatic,Petrol,1500,108000,8700000
3315,Toyota, Allion,2010,Automatic,Petrol,1490,64384,8175000
3316,Toyota, Prius,2008,Automatic,Petrol,1500,133000,5000000
3317,Toyota, 121,2000,Automatic,Petrol,1500,191000,4675000
3318,Toyota, Pixis,2015,Automatic,Petrol,650,68700,4790000
3319,Toyota, Hilux,2010,Manual,Diesel,2500,150000,5950000
3320,Toyota, RAV4,2007,Automatic,Petrol,2390,148100,7350000
3321,Toyota, Premio,2011,Automatic,Petrol,1500,107250,8590000
3322,Toyota, Aqua,2012,Automatic,Petrol,1500,180000,4850000
3323,Toyota, COROLLA,2005,Automatic,Petrol,1500,261537,5590000
3330,Toyota, Prius,2012,Automatic,Petrol,1800,103000,5975000
3331,Toyota, Prius,2012,Automatic,Petrol,1500,85000,5250000
3332,Toyota, Axio,2015,Automatic,Petrol,1500,79500,8150000
3333,Toyota, Vitz,2001,Automatic,Petrol,1500,192000,3190000
3337,Toyota, Aqua,2012,Automatic,Petrol,1500,970000,5590000
3338,Toyota, Aqua,2013,Automatic,Petrol,1500,99700,6300000
3339,Toyota, Aqua,2012,Automatic,Petrol,1500,120000,5650000
3341,Toyota, Aqua,2015,Automatic,Petrol,1500,86222,6600000
3346,Toyota, VITZ,2011,Automatic,Petrol,1000,82100,6185000
3347,Toyota, Axio,2011,Automatic,Petrol,1490,118,7150000
3349,Toyota, Aqua,2014,Automatic,Petrol,1500,88000,6800000
3350,Toyota, Aqua,2012,Automatic,Petrol,1500,117800,5625000
3351,Toyota, Vitz,2015,Automatic,Petrol,1000,62000,6150000
3352,Toyota, Premio,2011,Automatic,Petrol,1500,100000,9500000
3353,Toyota, Prius,2009,Automatic,Petrol,1490,190000,5000000
3354,Toyota, Premio,2007,Automatic,Petrol,1500,122000,7650000
3355,Toyota, Vitz,2017,Automatic,Petrol,1000,48000,6350000
3356,Toyota, Aqua,2015,Automatic,Petrol,1500,52600,9675000
3358,Toyota, Prius,2008,Automatic,Petrol,1490,122500,4600000
3362,Toyota, VITZ,2007,Automatic,Petrol,1000,95000,4840000
3364,Toyota, Allion,2008,Automatic,Petrol,1500,100000,8300000
3367,Toyota, Carina,2001,Manual,Petrol,1600,201500,5350000
3368,Toyota, Aqua,2013,Automatic,Petrol,1500,137000,5750000
3370,Toyota, Allion,2007,Automatic,Petrol,1800,132000,7250000
3371,Toyota, AXIO,2014,Automatic,Petrol,1500,91827,7200000
3372,Toyota, Axio,2010,Automatic,Petrol,1500,156000,7450000
3373,Toyota, Corolla,2004,Automatic,Petrol,1500,171000,4975000
3374,Toyota, Corolla,2004,Automatic,Petrol,1500,160000,4950000
3376,Toyota, Prius,2012,Automatic,Petrol,1800,93650,6750000
3378,Toyota, Premio,2013,Automatic,Petrol,1490,90000,10500000
