,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
5697,Toyota, Prius,2009,Automatic,Petrol,1800,135000,6300000
5698,Toyota, Axio,2007,Automatic,Petrol,1500,145500,6400000
5699,Toyota, CHR,2019,Automatic,Petrol,1200,17000,1780000
5700,Toyota, Aqua,2012,Automatic,Petrol,1500,34998,6000000
5701,Toyota, Belta,2008,Automatic,Petrol,1300,182000,5800000
5702,Toyota, Vitz,2017,Automatic,Petrol,1000,45000,7550000
5703,Toyota, Lh172,2001,Manual,Diesel,28000,400000,5525000
5704,Toyota, Prius,2013,Automatic,Petrol,1800,80000,7975000
5706,Toyota, KDH,2008,Automatic,Diesel,3000,135000,9250000
5707,Toyota, Hilux,2007,Automatic,Diesel,2982,126045,8950000
5709,Toyota, Vitz,2016,Automatic,Petrol,1000,81000,7600000
5710,Toyota, Axio,2014,Automatic,Petrol,1500,60000,7900000
5711,Toyota, Axio,2013,Automatic,Petrol,1490,100400,7850000
5712,Toyota, Vitz,2016,Automatic,Petrol,1000,51000,6900000
5713,Toyota, Dolphin,2009,Manual,Diesel,2700,96000,2975000
5714,Toyota, Vios,2003,Automatic,Petrol,1500,111000,4100000
5715,Toyota, Grand,2001,Automatic,Diesel,2980,350000,6300000
5718,Toyota, Corolla,2008,Automatic,Petrol,1600,153675,5900000
5721,Toyota, Vitz,2015,Automatic,Petrol,1000,58000,6200000
5722,Toyota, Belta,2008,Automatic,Petrol,1300,75000,5575000
5723,Toyota, Vitz,2018,Automatic,Petrol,990,8600,9450000
5726,Toyota, Axio,2007,Automatic,Petrol,1500,118000,6290000
5727,Toyota, Vitz,2017,Automatic,Petrol,1500,32000,7500000
5728,Toyota, Prius,2013,Automatic,Petrol,1790,112900,7850000
5729,Toyota, Vitz,2018,Automatic,Petrol,1000,31000,7990000
5730,Toyota, Prius,2013,Automatic,Petrol,1800,112000,8900000
5731,Toyota, Aqua,2013,Automatic,Petrol,1500,89000,7000000
5732,Toyota, Corolla,2002,Manual,Petrol,1300,110000,5000000
5733,Toyota, Aqua,2014,Automatic,Petrol,1500,60000,6575000
5734,Toyota, Aqua,2012,Automatic,Petrol,1500,130000,610000
5735,Toyota, Aqua,2012,Automatic,Petrol,1500,106500,5550000
5738,Toyota, AXIO,2015,Automatic,Petrol,1500,90000,8950000
5739,Toyota, Premio,2007,Automatic,Petrol,1500,230000,7800000
5740,Toyota, Soluna,2000,Automatic,Petrol,1500,154121,2850000
5741,Toyota, Aqua,2014,Automatic,Petrol,1500,108000,7125000
5742,Toyota, Avanza,2013,Automatic,Petrol,1500,100000,6750000
5743,Toyota, Aqua,2015,Automatic,Petrol,1500,113000,7000000
5744,Toyota, Prius,2012,Automatic,Petrol,1800,112000,7250000
5745,Toyota, IST,2003,Automatic,Petrol,1300,166000,4175000
5747,Toyota, Vitz,2018,Automatic,Petrol,1000,40000,8000000
5751,Toyota, Prius,2013,Automatic,Petrol,1500,89000,7865000
5752,Toyota, Axio,2013,Automatic,Petrol,1490,65000,8450000
5753,Toyota, Belta,2010,Automatic,Petrol,1000,40000,7250000
5754,Toyota, Noah,2006,Manual,Diesel,2180,14000,4500000
5755,Toyota, Rav4,2006,Automatic,Petrol,2400,104000,7150000
5756,Toyota, Axio,2015,Automatic,Petrol,1500,43900,8600000
5757,Toyota, Pixis,2017,Automatic,Petrol,660,38112,4025000
5758,Toyota, Aqua,2013,Automatic,Petrol,1500,171000,6100000
5759,Toyota, Aqua,2012,Automatic,Petrol,1500,84000,5500000
5760,Toyota, Belta,2008,Automatic,Petrol,1000,96000,5360000
5761,Toyota, Aqua,2013,Automatic,Petrol,1500,105000,6460000
5762,Toyota, Corolla,2011,Automatic,Petrol,1500,110000,6550000
5763,Toyota, Aqua,2012,Automatic,Petrol,1500,113000,5575000
5764,Toyota, Vitz,2016,Automatic,Petrol,990,29000,6300000
5768,Toyota, PRIUS,2014,Automatic,Petrol,1480,62000,7250000
5769,Toyota, Vitz,2017,Automatic,Petrol,1000,49000,7500000
5770,Toyota, Vitz,2017,Automatic,Petrol,1000,20500,7400000
5771,Toyota, Vitz,2019,Automatic,Petrol,1000,15485,9350000
5772,Toyota, Vitz,2010,Automatic,Petrol,1000,94000,4980000
5774,Toyota, Vitz,2018,Automatic,Petrol,1000,17657,8050000
5776,Toyota, Aqua,2012,Automatic,Petrol,1500,109427,5600000
5777,Toyota, Passo,2017,Automatic,Petrol,1000,32000,6200000
5778,Toyota, AXIO,2015,Automatic,Petrol,1500,112000,8300000
5780,Toyota, Rush,2006,Automatic,Petrol,1500,138000,5800000
5782,Toyota, Vitz,2017,Automatic,Petrol,1000,41200,7225000
5784,Toyota, Aqua,2013,Automatic,Petrol,1500,94000,6490000
5785,Toyota, Allion,2011,Automatic,Petrol,1500,41353,10700000
5787,Toyota, Axio,2014,Automatic,Petrol,1490,101000,7975000
5790,Toyota, KDH,2015,Automatic,Diesel,3000,32000,10500000
5792,Toyota, Kdh,2006,Automatic,Diesel,2500,240000,8500000
5793,Toyota, freezer,2007,Manual,Diesel,4000,3,3875000
5794,Toyota, Aqua,2012,Automatic,Petrol,1500,125000,5975000
5795,Toyota, Prius,2013,Automatic,Petrol,1800,98000,7690000
5796,Toyota, Premio,2010,Automatic,Petrol,1500,156000,9700000
5798,Toyota, PASSO,2014,Automatic,Petrol,1000,54000,6000000
5799,Toyota, PREMIO,2010,Automatic,Petrol,1500,142000,8000000
5802,Toyota, Corolla,2011,Automatic,Petrol,1600,91700,6500000
5803,Toyota, Yaris,2011,Automatic,Petrol,1490,107000,6500000
5804,Toyota, Aqua,2013,Automatic,Petrol,1500,73000,6150000
5805,Toyota, Prius,2008,Automatic,Petrol,1500,170000,5175000
5808,Toyota, Vitz,2010,Automatic,Petrol,1000,75000,6195000
5809,Toyota, Allion,2010,Automatic,Petrol,1500,100000,8300000
5810,Toyota, Aqua,2014,Automatic,Petrol,1500,89000,6500000
5811,Toyota, Axio,2015,Automatic,Petrol,1500,65000,8200000
5812,Toyota, Hiace,2014,Automatic,Petrol,2000,96000,9300000
5813,Toyota, Vitz,2008,Automatic,Petrol,1000,112865,5000000
5814,Toyota, Hiace,2002,Automatic,Diesel,2980,99000,9000000
5816,Toyota, Toyoace,2000,Manual,Diesel,2980,146181,5695000
5817,Toyota, Soluna,2001,Automatic,Petrol,1500,173000,3050000
5818,Toyota, Premio,2007,Automatic,Petrol,1500,170000,8300000
5819,Toyota, Allion,2007,Automatic,Petrol,1500,120000,8500000
5820,Toyota, Allion,2006,Automatic,Petrol,1500,168000,6850000
5821,Toyota, Premio,2010,Automatic,Petrol,1500,150000,8750000
5822,Toyota, Axio,2017,Automatic,Petrol,1499,72000,10400000
5823,Toyota, Hilux,2007,Automatic,Diesel,3000,131000,10500000
5824,Toyota, Prius,2014,Automatic,Petrol,1800,143000,8475000
5825,Toyota, Vitz,2017,Automatic,Petrol,1000,61000,7385000
5827,Toyota, Prius,2013,Automatic,Petrol,1800,89700,7950000
5828,Toyota, Prius,2015,Automatic,Petrol,1800,128000,7500000
5829,Toyota, Vitz,2016,Automatic,Petrol,1000,65000,6950000
5830,Toyota, Aqua,2012,Automatic,Petrol,1500,67000,5725000
5831,Toyota, Vios,2003,Automatic,Petrol,1500,150000,4150000
5832,Toyota, Aqua,2014,Automatic,Petrol,1500,85000,5650000
5833,Toyota, Aqua,2013,Automatic,Diesel,1500,72000,6600000
5835,Toyota, Piyas,2011,Automatic,Petrol,2000,120000,5600000
5836,Toyota, Yaris,2007,Automatic,Petrol,1300,116000,5950000
5837,Toyota, Axio,2016,Automatic,Petrol,1500,128000,9700000
5838,Toyota, Vitz,2019,Automatic,Petrol,1000,7000,9700000
5839,Toyota, Allion,2010,Automatic,Petrol,1500,950000,8300000
5840,Toyota, ALLION,2008,Automatic,Petrol,1500,96000,8290000
5841,Toyota, PRIUS,2013,Automatic,Petrol,1800,120000,7690000
5844,Toyota, Vitz,2016,Automatic,Petrol,1000,60423,7500000
5846,Toyota, Vitz,2017,Automatic,Petrol,1000,32000,7600000
5847,Toyota, Vitz,2007,Automatic,Petrol,1000,78920,4950000
5848,Toyota, Carina,2000,Automatic,Petrol,1500,151000,4750000
5850,Toyota, Vitz,2015,Automatic,Petrol,1000,107000,7000000
5851,Toyota, Prius,2012,Automatic,Petrol,1800,120000,6500000
5852,Toyota, Prius,2014,Automatic,Petrol,1799,130000,7850000
5853,Toyota, KDH,2012,Automatic,Diesel,3000,122000,9350000
5854,Toyota, Aqua,2013,Automatic,Petrol,1500,80000,6000000
5855,Toyota, Fielder,2007,Automatic,Petrol,1500,175000,4850000
5856,Toyota, KR42,2000,Automatic,Diesel,2180,110000,4900000
5858,Toyota, KDH,2011,Automatic,Diesel,3000,91000,8950000
5859,Toyota, Allion,2010,Automatic,Petrol,1500,53452,9300000
5860,Toyota, Axio,2014,Automatic,Petrol,1500,130000,7700000
5861,Toyota, Prius,2014,Automatic,Petrol,1790,198000,7455000
5862,Toyota, Aqua,2013,Automatic,Petrol,1500,126000,6550000
5863,Toyota, COASTER,2007,Automatic,Diesel,4000,418500,1075000
5864,Toyota, Vitz,2016,Automatic,Petrol,1000,20000,6800000
5866,Toyota, Prius,2012,Automatic,Petrol,1790,123000,7200000
5867,Toyota, Aqua,2013,Automatic,Petrol,1500,68000,6975000
5868,Toyota, Passo,2017,Automatic,Petrol,990,50000,7500000
5869,Toyota, Vitz,2007,Automatic,Petrol,1000,120000,4400000
5870,Toyota, KDH,2019,Automatic,Petrol,1990,38500,1350000
5872,Toyota, VIOS,2004,Automatic,Petrol,1500,150000,4475000
5873,Toyota, Prius,2011,Automatic,Petrol,1800,132000,6300000
5876,Toyota, Axio,2008,Automatic,Petrol,1490,183000,6100000
5877,Toyota, AQUA,2012,Automatic,Petrol,1490,150000,6000000
5878,Toyota, Prius,2013,Automatic,Petrol,1798,129185,6675000
5880,Toyota, Vitz,2018,Automatic,Petrol,1000,12500,7650000
5881,Toyota, Aqua,2015,Automatic,Petrol,1500,60000,7600000
5883,Toyota, Allion,2012,Automatic,Petrol,1500,116000,10300000
5884,Toyota, Axio,2007,Automatic,Petrol,1490,153300,6225000
5891,Toyota, Belta,2007,Automatic,Petrol,1000,128000,2000000
5892,Toyota, Yaris,2007,Manual,Petrol,1300,110000,5150000
5893,Toyota, Passo,2004,Automatic,Petrol,990,65000,3600000
5894,Toyota, Corolla,2004,Automatic,Petrol,1500,87000,5690000
5895,Toyota, Axio,2008,Automatic,Petrol,1500,180000,6950000
5896,Toyota, Vitz,2017,Automatic,Petrol,1000,37000,7400000
5897,Toyota, Vios,2007,Automatic,Petrol,1500,95600,5800000
5898,Toyota, Premio,2010,Automatic,Petrol,1500,120000,9900000
5899,Toyota, Corolla,2005,Automatic,Petrol,1500,167000,4725000
5900,Toyota, KR42,2002,Automatic,Petrol,1500,68900,4800000
5901,Toyota, Aqua,2013,Automatic,Petrol,1500,98500,6150000
5902,Toyota, Prius,2013,Automatic,Petrol,1400,195000,5425000
5903,Toyota, HILUX,2009,Manual,Diesel,2980,44000,5890000
5904,Toyota, Vios,2003,Manual,Petrol,1500,254000,4050000
5905,Toyota, Aqua,2015,Automatic,Petrol,1500,53000,6675000
5906,Toyota, Vitz,2016,Automatic,Petrol,1000,33000,6850000
5908,Toyota, Corolla,2000,Automatic,Petrol,1330,139000,3325000
5909,Toyota, Vitz,2008,Automatic,Petrol,10000,110000,3500000
5910,Toyota, Prius,2013,Automatic,Petrol,1798,86000,7990000
5912,Toyota, Vitz,2017,Automatic,Petrol,1000,46000,7500000
5913,Toyota, Prius,2015,Automatic,Petrol,1800,95000,8650000
5914,Toyota, Vitz,2016,Automatic,Petrol,1000,25000,6000000
5915,Toyota, Vitz,2000,Automatic,Petrol,1000,180000,3150000
5916,Toyota, Hilux,2010,Manual,Diesel,2500,160000,6200000
5918,Toyota, Vitz,2019,Automatic,Petrol,990,19300,7250000
5921,Toyota, Vitz,2001,Automatic,Petrol,1000,91000,3250000
5922,Toyota, Vitz,2019,Automatic,Petrol,1000,20000,9300000
5924,Toyota, Axio,2007,Automatic,Petrol,1500,106630,6990000
5925,Toyota, Aqua,2012,Automatic,Petrol,1500,98000,5250000
5927,Toyota, Vitz,2017,Automatic,Petrol,1000,27000,7900000
5928,Toyota, Allion,2009,Automatic,Petrol,1500,135000,8575000
5929,Toyota, Premio,2013,Automatic,Petrol,1500,120000,1050000
5930,Toyota, Prius,2013,Automatic,Petrol,1800,157000,7450000
5934,Toyota, Axio,2007,Automatic,Petrol,1500,139000,7200000
5936,Toyota, Prius,2014,Automatic,Petrol,1800,116160,7950000
5937,Toyota, KDH,2007,Manual,Diesel,2494,1900000,8250000
5938,Toyota, Prius,2011,Automatic,Petrol,1800,89000,6950000
5939,Toyota, Allion,2007,Automatic,Petrol,1500,127000,7000000
5940,Toyota, Vios,2003,Automatic,Petrol,1500,190000,4250000
5941,Toyota, Allion,2007,Automatic,Petrol,1500,167000,7800000
5942,Toyota, Vitz,2017,Automatic,Petrol,1000,34000,8000000
5943,Toyota, Vitz,2016,Automatic,Petrol,1000,32000,7150000
5945,Toyota, Axio,2015,Automatic,Petrol,1500,69000,8950000
5946,Toyota, Rush,2008,Automatic,Petrol,1490,74000,7000000
5948,Toyota, KDH,2006,Automatic,Diesel,1490,225000,8000000
5950,Toyota, KDH,2005,Automatic,Diesel,2490,250000,8500000
5952,Toyota, Vitz,2018,Automatic,Petrol,1000,23133,8150000
5953,Toyota, Vitz,2017,Automatic,Petrol,990,68199,5000000
5955,Toyota, IST,2007,Automatic,Petrol,1300,140000,5950000
5956,Toyota, Prius,2008,Automatic,Petrol,1500,120000,4850000
5957,Toyota, Aqua,2013,Automatic,Petrol,1500,166000,6690000
5958,Toyota, ,2006,Manual,Diesel,3000,184000,2950000
5959,Toyota, Corolla,2001,Automatic,Petrol,1490,144000,4750000
5960,Toyota, Ksp90,2007,Automatic,Petrol,1000,92700,4690000
5961,Toyota, Vitz,2018,Automatic,Petrol,1000,45000,8435000
5962,Toyota, Prius,2013,Automatic,Petrol,1800,190000,6950000
5963,Toyota, Prius,2008,Automatic,Petrol,1490,1234,5000000
5964,Toyota, Belta,2009,Automatic,Petrol,1300,140000,5980000
5965,Toyota, Vitz,2018,Automatic,Petrol,1000,45000,7500000
5966,Toyota, Premio,2013,Automatic,Petrol,1500,133000,10500000
5967,Toyota, Coaster,2018,Manual,Diesel,4100,115000,6200000
5970,Toyota, Aqua,2015,Automatic,Petrol,1500,99500,7500000
5971,Toyota, KDH,2009,Automatic,Diesel,3000,176000,9775000
5972,Toyota, Allion,2002,Automatic,Petrol,1800,205000,6450000
5973,Toyota, Premio,2012,Automatic,Petrol,1490,183200,9700000
5974,Toyota, Axio,2016,Automatic,Petrol,1500,59000,9200000
5975,Toyota, Vitz,2015,Automatic,Petrol,1000,47740,6975000
5976,Toyota, IST,2003,Automatic,Petrol,1300,142000,4550000
5977,Toyota, Corolla,2001,Automatic,Petrol,1500,187000,4400000
5978,Toyota, Passo,2018,Automatic,Petrol,990,11500,6650000
5979,Toyota, Premio,2007,Automatic,Petrol,1800,138790,7875000
5980,Toyota, Prius,2007,Automatic,Petrol,1500,122170,5500000
5981,Toyota, Premio,2013,Automatic,Petrol,1500,108000,10500000
5982,Toyota, BELTA,2005,Automatic,Petrol,1000,130000,4900000
5983,Toyota, Prius,2016,Automatic,Petrol,1800,69000,10500000
5984,Toyota, Axio,2015,Automatic,Petrol,1500,58400,9450000
5986,Toyota, HILUX,2007,Manual,Diesel,2500,149000,8950000
5987,Toyota, Allion,2007,Automatic,Petrol,1500,170000,6700000
5988,Toyota, Aqua,2014,Automatic,Petrol,1500,63000,6500000
5989,Toyota, Passo,2015,Automatic,Petrol,1000,59800,6850000
5991,Toyota, Axio,2015,Automatic,Petrol,1500,97500,7900000
5992,Toyota, Premio,2011,Automatic,Petrol,1500,105000,10375000
5993,Toyota, Aqua,2013,Automatic,Petrol,1500,59600,6300000
5994,Toyota, Allion,2003,Automatic,Petrol,1500,149700,5650000
5995,Toyota, Soluna,2000,Manual,Petrol,1499,149000,2300000
5996,Toyota, Corolla,2000,Automatic,Petrol,1330,129000,2775000
5997,Toyota, Yaris,2008,Automatic,Petrol,1300,120000,6200000
5999,Toyota, Axio,2015,Automatic,Petrol,1500,65000,9800000
6000,Toyota, Vitz,2015,Automatic,Petrol,1000,58028,6550000
6001,Toyota, Hiace,2005,Automatic,Diesel,2982,301000,6000000
6002,Toyota, TANK,2019,Automatic,Petrol,1000,20000,9650000
6003,Toyota, Vitz,2015,Automatic,Petrol,990,56941,6750000
6005,Toyota, Vitz,2018,Automatic,Petrol,1000,60931,7600000
6006,Toyota, Prius,2012,Automatic,Petrol,1750,67000,8850000
6007,Toyota, Axio,2016,Automatic,Petrol,1500,32000,9550000
6008,Toyota, Aqua,2013,Automatic,Petrol,1500,15300,5995000
6009,Toyota, Axio,2014,Automatic,Petrol,1600,92000,7500000
6010,Toyota, Vitz,2018,Automatic,Petrol,1000,52500,8285000
6011,Toyota, AXIO,2007,Automatic,Petrol,1500,148000,6250000
6014,Toyota, Aqua,2013,Automatic,Petrol,1500,970000,6450000
6015,Toyota, Prius,2008,Automatic,Petrol,1500,155000,5000000
6017,Toyota, Prius,2012,Automatic,Petrol,1800,92000,7250000
6018,Toyota, Allion,2007,Automatic,Petrol,1500,160000,7500000
6019,Toyota, Hilux,2007,Manual,Diesel,2500,146000,7500000
6020,Toyota, Corolla,2002,Automatic,Petrol,1500,1,5385000
6021,Toyota, Axio,2007,Automatic,Petrol,1500,135000,6270000
6022,Toyota, AXIO,2013,Automatic,Petrol,1500,93500,8450000
6023,Toyota, Corolla,2003,Automatic,Petrol,1500,190000,4950000
6025,Toyota, Prius,2012,Automatic,Petrol,1800,160000,7200000
6029,Toyota, Vitz,2010,Automatic,Petrol,1300,96792,5850000
6030,Toyota, VITZ,2016,Automatic,Petrol,1000,55000,7300000
6031,Toyota, Aqua,2013,Automatic,Petrol,1500,105000,6525000
6032,Toyota, Aqua,2013,Automatic,Petrol,1500,95000,6595000
6033,Toyota, Corolla,2009,Automatic,Petrol,1500,180000,6450000
6034,Toyota, Prius,2013,Automatic,Petrol,1800,100000,7400000
6035,Toyota, Axio,2008,Automatic,Petrol,1500,119000,6890000
6036,Toyota, Vitz,2018,Automatic,Petrol,1000,33000,7900000
6037,Toyota, Vios,2004,Automatic,Petrol,1487,163000,4370000
6038,Toyota, Vitz,2018,Automatic,Petrol,990,14000,7825000
6039,Toyota, Axio,2007,Automatic,Petrol,1490,134000,6350000
6040,Toyota, Yaris,2007,Automatic,Petrol,1300,165000,5490000
6042,Toyota, Prius,2013,Automatic,Petrol,1800,122000,7550000
6043,Toyota, Axio,2014,Automatic,Petrol,1800,120000,8040000
6046,Toyota, Premio,2007,Automatic,Petrol,1500,140000,8500000
6048,Toyota, Vitz,2007,Automatic,Petrol,1000,128000,4825000
6049,Toyota, Vitz,2009,Automatic,Petrol,1000,39600,5450000
6050,Toyota, Axio,2017,Automatic,Petrol,1500,32000,10700000
6051,Toyota, Vitz,2016,Automatic,Petrol,1000,29000,6600000
6053,Toyota, Vitz,2016,Automatic,Petrol,1000,36344,7490000
6054,Toyota, Axio,2016,Automatic,Petrol,1500,49000,10500000
6057,Toyota, Aqua,2015,Automatic,Petrol,1500,120000,7800000
6060,Toyota, Vitz,2002,Automatic,Petrol,1000,1300,3675000
6061,Toyota, Vios,2003,Automatic,Petrol,1500,180000,4390000
6062,Toyota, Premio,2000,Automatic,Petrol,1600,185000,3850000
6063,Toyota, Premio,2007,Automatic,Petrol,1500,80625,8250000
6065,Toyota, Aqua,2012,Automatic,Petrol,1500,92000,5400000
6066,Toyota, Yaris,2008,Automatic,Petrol,1300,68000,5750000
6067,Toyota, Vitz,2008,Automatic,Petrol,1000,142000,5000000
6068,Toyota, Prius,2012,Automatic,Petrol,1790,112500,6775000
6070,Toyota, Premio,2011,Automatic,Petrol,1500,113000,8700000
6071,Toyota, Prius,2008,Automatic,Petrol,1500,160000,4900000
6074,Toyota, Aqua,2014,Automatic,Petrol,1500,89000,6875000
6075,Toyota, Prius,2012,Automatic,Petrol,1500,185000,5790000
6076,Toyota, Axio,2014,Automatic,Petrol,1490,58500,8950000
6077,Toyota, Aqua,2012,Automatic,Petrol,1500,108000,6500000
6078,Toyota, Yaris,2008,Manual,Petrol,1300,120000,5250000
6080,Toyota, Prius,2007,Automatic,Petrol,1500,139000,5250000
6081,Toyota, Vitz,2016,Automatic,Petrol,1000,44000,6900000
6083,Toyota, Premio,2007,Automatic,Petrol,1500,170000,8250000
6084,Toyota, Vitz,2009,Automatic,Petrol,1000,85000,5950000
6087,Toyota, Aqua,2014,Automatic,Petrol,1500,43199,7950000
6088,Toyota, Prius,2009,Automatic,Petrol,1800,180000,5850000
6090,Toyota, Belta,2010,Automatic,Petrol,1300,150000,6375000
6091,Toyota, Aqua,2013,Automatic,Petrol,1500,94270,6350000
6093,Toyota, Axio,2015,Automatic,Petrol,1500,99000,8100000
6094,Toyota, Axio,2015,Automatic,Petrol,200,95000,1100000
6096,Toyota, Axio,2016,Automatic,Petrol,1500,133000,10575000
6097,Toyota, Hilux,2007,Manual,Diesel,2500,133000,8250000
6098,Toyota, Crown,2008,Automatic,Petrol,3900,125000,6250000
6099,Toyota, Dyna,2006,Manual,Diesel,2000,185000,3800000
6100,Toyota, Passo,2004,Automatic,Petrol,990,122000,3850000
6101,Toyota, Vios,2005,Automatic,Petrol,1500,216000,4175000
6102,Toyota, Passo,2016,Automatic,Petrol,1000,14500,7200000
6103,Toyota, Allion,2007,Automatic,Petrol,1500,122000,8475000
6105,Toyota, Allion,2007,Automatic,Petrol,1500,134000,7550000
6106,Toyota, Aqua,2012,Automatic,Petrol,1500,160000,6650000
6108,Toyota, Passo,2017,Automatic,Petrol,1000,27000,6500000
6109,Toyota, Prius,2011,Automatic,Petrol,1800,140000,5875000
6110,Toyota, Avanza,2012,Manual,Petrol,1300,125000,5250000
6111,Toyota, Corolla,2003,Automatic,Petrol,1500,183000,5200000
6112,Toyota, Vitz,2016,Automatic,Petrol,1000,57500,7250000
6115,Toyota, Prius,2013,Automatic,Petrol,1800,80000,7600000
6116,Toyota, Axio,2007,Automatic,Petrol,1500,167000,5900000
6117,Toyota, Aqua,2013,Automatic,Petrol,1500,86000,6960000
6118,Toyota, Vitz,2017,Automatic,Petrol,1000,18000,7500000
6119,Toyota, Allion,2007,Automatic,Petrol,1800,130000,7500000
6120,Toyota, Aqua,2012,Automatic,Petrol,1500,48000,5995000
6121,Toyota, VITZ,2007,Automatic,Petrol,1000,79000,5550000
6123,Toyota, Axio,2015,Automatic,Petrol,1500,102000,8785000
6124,Toyota, Avanza,2012,Automatic,Petrol,1500,137000,6450000
6125,Toyota, Vitz,2018,Automatic,Petrol,1000,11000,8000000
6126,Toyota, Allion,2005,Automatic,Petrol,1500,98000,6850000
6128,Toyota, Vitz,2017,Automatic,Petrol,1000,37600,6800000
6129,Toyota, Vitz,2017,Automatic,Petrol,1000,42000,6650000
6130,Toyota, Auris,2009,Automatic,Petrol,1500,81000,6750000
6131,Toyota, Axio,2007,Automatic,Petrol,1490,130000,6000000
6132,Toyota, Vios,2007,Automatic,Petrol,1500,95600,5310000
6133,Toyota, Yaris,2008,Automatic,Petrol,1300,135000,5500000
6134,Toyota, Prius,2016,Automatic,Petrol,1800,104000,9500000
6135,Toyota, Prius,2012,Automatic,Petrol,1800,71000,7490000
6136,Toyota, Aqua,2012,Automatic,Petrol,1500,98000,6000000
6138,Toyota, Aqua,2012,Automatic,Petrol,1500,100200,6400000
6139,Toyota, Vitz,2016,Automatic,Petrol,1000,33000,6750000
6140,Toyota, KR42,2006,Automatic,Petrol,1800,100000,5800000
6141,Toyota, Vitz,2017,Automatic,Petrol,1000,14200,7400000
6142,Toyota, Aqua,2014,Automatic,Petrol,1500,89000,6800000
6143,Toyota, Aqua,2015,Automatic,Petrol,1500,52000,7575000
6145,Toyota, Premio,2010,Automatic,Petrol,1490,104664,8500000
6146,Toyota, Aqua,2012,Automatic,Petrol,1500,85500,5600000
6147,Toyota, Axio,2011,Automatic,Petrol,1500,78500,7450000
6148,Toyota, PASSO,2007,Automatic,Petrol,1000,120000,4040000
6149,Toyota, Allion,2009,Automatic,Petrol,1800,78000,7525000
6150,Toyota, Aqua,2015,Automatic,Petrol,1500,54000,7650000
6151,Toyota, Allion,2011,Automatic,Petrol,1500,137000,9250000
6152,Toyota, Vitz,2016,Automatic,Petrol,1000,40300,6375000
6154,Toyota, AQUA,2012,Automatic,Petrol,1500,130000,5650000
6155,Toyota, Axio,2013,Automatic,Petrol,1500,91500,9600000
6156,Toyota, Premio,2010,Automatic,Petrol,1497,96000,9600000
6157,Toyota, Corolla,2004,Manual,Petrol,1300,147200,4475000
6158,Toyota, Allion,2002,Automatic,Petrol,1500,230000,5415000
6160,Toyota, Wigo,2018,Automatic,Petrol,998,13900,6250000
6161,Toyota, Premio,2013,Automatic,Petrol,1490,1070000,10000000
6162,Toyota, Aqua,2012,Automatic,Petrol,1500,69000,6025000
6163,Toyota, Vios,2006,Automatic,Petrol,1500,106000,5600000
6164,Toyota, Axio,2008,Automatic,Petrol,1500,103000,6250000
6165,Toyota, AQUA,2013,Automatic,Petrol,1500,75000,6475000
6167,Toyota, Dyna,2002,Manual,Diesel,4200,180000,5200000
6169,Toyota, Vitz,2012,Automatic,Petrol,1000,45332,6300000
6170,Toyota, VITZ,2009,Automatic,Petrol,1000,76000,5375000
6172,Toyota, Premio,2010,Automatic,Petrol,1500,120000,9490000
6173,Toyota, Aqua,2013,Automatic,Petrol,1500,110165,6150000
6177,Toyota, Coaster,2007,Manual,Diesel,4000,364524,5550000
6178,Toyota, Allion,2006,Automatic,Petrol,1500,170000,7000000
6179,Toyota, Aqua,2015,Automatic,Petrol,1500,59000,6990000
6180,Toyota, Prius,2012,Automatic,Petrol,1500,146000,6700000
6182,Toyota, RAV4,2008,Automatic,Petrol,2400,159000,7950000
6183,Toyota, Axio,2013,Automatic,Petrol,1500,66900,9500000
6184,Toyota, VITZ,2018,Automatic,Petrol,1000,19600,8600000
6185,Toyota, Vitz,2007,Automatic,Petrol,1300,110000,5700000
6186,Toyota, Kdh,2011,Automatic,Diesel,3000,126000,10800000
6187,Toyota, Premio,2012,Automatic,Petrol,1500,115000,9200000
6188,Toyota, Aqua,2013,Automatic,Petrol,1500,75500,6300000
6189,Toyota, Axio,2015,Automatic,Petrol,1500,77500,9700000
6190,Toyota, Axio,2016,Automatic,Petrol,1500,93000,9475000
6191,Toyota, Passo,2017,Automatic,Petrol,1000,39000,8000000
6192,Toyota, Prius,2012,Manual,Petrol,1790,137000,6950000
6193,Toyota, SAI,2010,Automatic,Petrol,2400,35997,9500000
6195,Toyota, Vios,2003,Manual,Petrol,1500,154,4150000
6198,Toyota, Aqua,2012,Automatic,Petrol,1500,135000,5300000
6199,Toyota, Townace,2012,Automatic,Petrol,1500,65000,5650000
6200,Toyota, VITZ,2016,Automatic,Petrol,990,35000,6260000
6201,Toyota, Axio,2008,Automatic,Petrol,1500,158000,6850000
6202,Toyota, Corolla,2005,Manual,Petrol,1300,120000,5000000
6203,Toyota, Hiace,2014,Automatic,Petrol,200,84000,9500000
6204,Toyota, Axio,2007,Automatic,Petrol,1500,145000,6850000
6205,Toyota, Aqua,2013,Automatic,Petrol,1500,94000,5950000
6206,Toyota, Prius,2009,Automatic,Petrol,1800,120000,6150000
6207,Toyota, Allion,2002,Automatic,Petrol,1500,1410000,5275000
6209,Toyota, Allion,2011,Automatic,Petrol,1500,84000,8950000
6211,Toyota, Vitz,2015,Automatic,Petrol,1000,64000,6850000
6213,Toyota, Vitz,2017,Automatic,Petrol,990,46000,7590000
